Index,Holder,Week,Age,Customer Age,Active Sum,Average Long GIC Rate,Average Long GIC Rank,Average Short GIC Rate,Average Short GIC Rank,SAV,SAV Rank,Average CSH Rate,Average CSH Rank,Average Contract,Average Interest,Average Term,Balance,Average Balance,Balance Volatility,Time to Balance,Average Number of Transactions,Average Transaction Average,Average Time to Transaction,GIC Purchase,GIC Renewal
17422,34432,36,43717,43717,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,35924.5,2.92,1461,0,0,0,0,0.25,25261.64,639.5,FALSE,FALSE
17423,34637,36,26715,2994,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,30000,2.3,1461,-642.99,-642.99,0,0,1,0,0,FALSE,FALSE
17424,34848,36,28758,2994,19,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,31510.55,2.59,594.75,2.1,2.14,0.2,30.33,0.28,12605.45,578.67,FALSE,FALSE
17425,34909,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,6540.47,365.5,FALSE,FALSE
17426,35002,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,20000,3.05,1828,0.05,-0.47,0.86,22.75,0.33,4301.74,1217.67,FALSE,FALSE
17427,35016,36,27686,2994,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,74.97,1234.49,40.47,73.25,0,18951.2,1680,FALSE,FALSE
17428,35057,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17429,35758,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0.02,0.02,0,30.33,0,4300.78,1218,FALSE,FALSE
17430,36272,36,43717,43717,10,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,35680.61,2.57,974,5000,1757.06,47.36,18.83,0.5,17809.02,426.17,FALSE,FALSE
17431,36275,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,15843.76,2.25,1270,0,0,0,0,0,15843.76,1270,FALSE,FALSE
17432,36316,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,1739.38,365.5,FALSE,FALSE
17433,36721,36,43717,43717,12,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,28087.86,2.85,1827,0,0,0,0,0.18,2228.92,664.36,FALSE,FALSE
17434,36806,36,30920,2994,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,34615.74,2.53,427,2.25,1956.21,52.55,14.67,1.2,8868.32,73.2,FALSE,FALSE
17435,37176,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,25904.35,366.5,FALSE,FALSE
17436,37292,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,6399.19,365,FALSE,FALSE
17437,37497,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,26223.98,2.55,547,0,0,0,0,0.33,20439.64,548,FALSE,FALSE
17438,37800,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,3677.77,2.15,406,0,0,0,0,0,1886.03,379,FALSE,FALSE
17439,37872,36,29475,2994,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,100000,17792.73,159.9,24.33,0,0,0,FALSE,FALSE
17440,37874,36,30103,2994,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,75000,49993.61,169.71,23,0,0,0,FALSE,FALSE
17441,37913,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,5000,913.5,FALSE,FALSE
17442,38002,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0.5,1305.75,730.5,FALSE,FALSE
17443,38005,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,14317.73,1096.25,FALSE,FALSE
17444,38180,36,43717,43717,20,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10525.56,2.33,366.5,683.65,1493.16,44.13,66.6,0.09,8783.73,249.55,FALSE,FALSE
17445,38865,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,17936.4,365,FALSE,FALSE
17446,39032,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17447,39152,36,43717,43717,15,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10209.92,3.08,1645.17,-500,-126.95,14.74,20,0.24,10286.2,1354.47,FALSE,FALSE
17448,39188,36,26419,2994,14,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,7484.67,2.82,1701,0,0,0,0,0.31,1801.8,232.54,FALSE,FALSE
17449,39636,36,28479,2994,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,6700,2.9,1827,2700,1582.46,41.46,9.75,0.33,0,0,FALSE,FALSE
17450,39838,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,2694.19,2.25,730,800,1.79,20.34,9.58,1,31738.87,639,FALSE,FALSE
17451,39881,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,43358.43,365.75,FALSE,FALSE
17452,39962,36,17877,2994,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,20847.9,2.88,1461,15000,10064.59,78.92,14.5,0.75,11798.95,867.75,FALSE,FALSE
17453,39970,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17454,40167,36,43717,43717,7,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,25650.03,2.8,365.5,0,0,0,0,0.29,0,0,FALSE,FALSE
17455,40276,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,12192.16,2.64,548.25,0,0,0,0,1,12192.16,548.25,FALSE,FALSE
17456,40342,36,26568,2994,11,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,19111.72,2.45,284,1008.62,0.62,4.34,18.2,1,2174.88,94.56,FALSE,FALSE
17457,40542,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10000,3.05,1826,0,0,0,0,0.33,3333.33,121.67,FALSE,FALSE
17458,40756,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,19280,367,FALSE,FALSE
17459,40835,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,1,41306.26,1827,FALSE,FALSE
17460,40927,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10000,3.03,1826.33,10000,1764.82,50.61,18.2,0.75,3356.83,91.25,FALSE,FALSE
17461,40979,36,19234,2994,10,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,1360.22,2.96,1826.5,95000,6359.93,82.4,12.88,0.4,2027.49,1643.6,FALSE,FALSE
17462,40983,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,1639.4,2.95,1826.5,0,0,0,0,0.4,3687.85,1826.2,FALSE,FALSE
17463,40996,36,31248,2994,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,-3000,-3000,0,0,0,0,0,FALSE,FALSE
17464,41009,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,11184.92,2.5,1785,0,0,0,0,1,11184.92,1785,FALSE,FALSE
17465,41158,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10810.45,2.77,1096,0,0,0,0,1,10810.45,1096,FALSE,FALSE
17466,41315,36,26152,2994,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10000,2.75,731,0,0,0,0,1,0,0,FALSE,FALSE
17467,41482,36,29226,2994,24,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,7824.54,2.95,1826.8,0,0,0,0,0.73,2183.74,249.05,FALSE,FALSE
17468,41553,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,23262.98,2.32,365.5,0,0,0,0,1,23262.98,365.5,FALSE,FALSE
17469,41710,36,26733,2994,11,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,27182.42,2.9,1826,0.01,9741.47,118.9,18.2,0.09,5346.1,1200.18,FALSE,FALSE
17470,41800,36,28046,2994,10,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,98405.27,2.72,365.67,157.74,-3476.08,81.61,3.4,0.75,4276.14,183.12,FALSE,FALSE
17471,42059,36,26681,2994,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,-6000,-6000,0,0,0,3458.5,913.5,FALSE,FALSE
17472,42116,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,8000,2.6,546,0,0,0,0,0,0,0,FALSE,FALSE
17473,42209,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10335.39,2.75,366.5,0,0,0,0,1,10335.39,366.5,FALSE,FALSE
17474,42211,36,43717,43717,13,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10474.88,2.83,548,500,1865.93,49.72,11,0.18,0,0,FALSE,FALSE
17475,42294,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17476,42387,36,43717,43717,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,20000,2.75,731,0,0,0,0,0.09,6306.23,615.09,FALSE,FALSE
17477,42673,36,43717,43717,15,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,47671.72,2.53,639.5,0,0,0,0,0.35,3893.03,376.47,FALSE,FALSE
17478,42891,36,18314,2994,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,16000,10474.52,85.8,8.25,0.33,3333.33,792,FALSE,FALSE
17479,42953,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,18853,2.97,1097.4,0,0,0,0,0.6,18853,1097.4,FALSE,FALSE
17480,44163,36,22034,2994,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,36035.84,2.67,367,14.93,73.97,8.9,19.67,0.57,5704.7,391.86,FALSE,TRUE
17481,44576,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,5851.31,2.7,549,0,0,0,0,1,5723.78,549,FALSE,FALSE
17482,45142,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,5945.75,1826,FALSE,FALSE
17483,45735,36,43717,43717,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,35334.75,2.63,1826.33,0,0,0,0,0.43,18547.62,1826.57,FALSE,FALSE
17484,46237,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,12022.08,2.5,1301,0,0,0,0,0,12036.06,1199,FALSE,FALSE
17485,46240,36,29287,2994,13,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,83180.08,2.77,731,0.02,0.02,0,30.33,0.15,7429.18,955.62,FALSE,FALSE
17486,46278,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,32500,547.5,FALSE,FALSE
17487,46322,36,43717,43717,50,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,55452.46,2.48,502.25,0,0,0,0,0.2,7314.49,432.02,FALSE,TRUE
17488,46554,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17489,46658,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17490,46785,36,43717,43717,10,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,13114.36,304.83,FALSE,FALSE
17491,47176,36,30283,2994,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0.02,0.02,0,30.33,0,0,0,FALSE,FALSE
17492,47370,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,192.05,2.17,60.67,0,0,0,0,0.57,191.53,60.57,FALSE,FALSE
17493,47525,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,27974.99,2.78,1326.33,0,0,0,0,1.67,27974.99,1326.33,FALSE,FALSE
17494,47715,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,49192.97,365.5,FALSE,FALSE
17495,48327,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,2604.71,243.83,FALSE,FALSE
17496,48376,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,36578.32,2.7,669.67,0,0,0,0,1.25,0,0.25,TRUE,TRUE
17497,48650,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,4065.96,1.9,60,0,0,0,0,0,4085.85,60.5,FALSE,FALSE
17498,48730,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,48.81,49.71,0.93,30.33,0,0,0,FALSE,FALSE
17499,48780,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,4785.08,366.5,FALSE,FALSE
17500,48916,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,1,19257.8,1826,FALSE,FALSE
17501,48944,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,4708.66,365.5,FALSE,FALSE
17502,48967,36,43717,43717,12,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,32666.61,2.83,366,0,0,0,0,0.27,11422.99,121.87,FALSE,FALSE
17503,49049,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,8946.01,1827,FALSE,FALSE
17504,49185,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,2623.22,365.5,FALSE,FALSE
17505,49262,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,1947.79,365.5,FALSE,FALSE
17506,49477,36,43717,43717,10,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10600.56,2.13,90.86,0,0,0,0,0.53,10787.6,90.93,FALSE,FALSE
17507,49512,36,25818,2994,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,50000,7744.07,104.88,20.5,1,0,0,FALSE,FALSE
17508,49582,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17509,50378,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,1,12932.84,1827,FALSE,FALSE
17510,50774,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,1035.26,609.33,FALSE,FALSE
17511,50797,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,9819.69,3.1,367,0,0,0,0,0,9972.76,366.5,FALSE,FALSE
17512,50798,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,1382.48,365.75,FALSE,FALSE
17513,50800,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,53946.59,2.33,367,0,0,0,0,1,53946.59,367,FALSE,FALSE
17514,50801,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,5203.64,1689.88,FALSE,FALSE
17515,50842,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,1875.63,365.5,FALSE,FALSE
17516,50872,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,62610.24,548,FALSE,FALSE
17517,50981,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,20086.8,1217.67,FALSE,FALSE
17518,51063,36,43717,43717,22,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,52278.42,2.32,91.17,45642.65,2247.19,59.52,18.2,0.68,50058.02,61.79,FALSE,FALSE
17519,51237,36,43717,43717,12,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,8407.93,2.35,456.5,0,0,0,0,0.12,10340.5,494.82,FALSE,TRUE
17520,51324,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,45327.97,2.83,366.5,0,0,0,0,0.67,0,0,FALSE,FALSE
17521,51361,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17522,51535,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,15005.38,2.65,546.5,0.39,0.4,0.08,30.33,0.5,0,0,FALSE,TRUE
17523,51715,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,20000,2.6,548,0,0,0,0,0.5,10000,274,FALSE,FALSE
17524,51722,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,20000,2.7,547,0,0,0,0,0.5,0,0,FALSE,FALSE
17525,51723,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,20000,-17647.06,57.07,65,0,0,0,FALSE,FALSE
17526,52174,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,2000,367,FALSE,FALSE
17527,52175,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,5907.47,365,FALSE,FALSE
17528,52196,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,37786.96,1.9,60,0,0,0,0,0,17579.16,933.17,FALSE,FALSE
17529,52416,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,13483.16,2.88,548.5,0,0,0,0,1,13483.16,548.5,FALSE,FALSE
17530,52522,36,43717,43717,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0.09,7859.12,996.45,FALSE,FALSE
17531,52703,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,100000,3.05,1826,0,0,0,0,0.33,1616.58,792.33,FALSE,FALSE
17532,52839,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,19436.2,2.57,1096.33,0,0,0,0,1,0,0,FALSE,FALSE
17533,52866,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,100534.5,2.83,366.5,0,0,0,0,1,0,0,FALSE,FALSE
17534,52914,36,23650,2994,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,20000,2.6,548,0.1,4705.97,82.63,17,0.25,5000,137,FALSE,FALSE
17535,52977,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17536,52999,36,43717,43717,16,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,15000,2.8,1339.67,7000,1542.39,58.24,15.17,0.21,0,0,FALSE,FALSE
17537,53131,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17538,53383,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,77143.63,2.17,120.75,0,0,0,0,0.5,77203.77,121.12,FALSE,TRUE
17539,53394,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,27871.11,2.75,181,0,0,0,0,0,13935.56,90.5,FALSE,FALSE
17540,53590,36,43717,43717,7,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,38092.24,2.8,366,0,0,0,0,0.83,13763.82,122.17,FALSE,FALSE
17541,53860,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,11878.63,2.98,1827,12500,1478.72,54.78,18.2,0.5,11254.65,1827,FALSE,FALSE
17542,54041,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,26305.19,1.9,60,0,0,0,0,0,21147.1,48.4,FALSE,FALSE
17543,54173,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,7340.72,2.5,731,0,0,0,0,0.67,0,0,FALSE,FALSE
17544,54174,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17545,54321,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,22485.5,2.3,91,0,0,0,0,1.5,11242.75,45.5,FALSE,FALSE
17546,54333,36,29584,2994,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10661.6,2.45,731.5,0,0,0,0,0.5,8703.73,732.5,FALSE,FALSE
17547,54493,36,,2994,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17548,54619,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,100000,2.3,1097,0,0,0,0,0.5,0,0,FALSE,FALSE
17549,54695,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17550,54722,36,43717,43717,4,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,3230.03,2.5,731.5,0,0,0,0,1,4416.13,731.33,FALSE,FALSE
17551,54746,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,15000,3,1827,30000,2055.99,62.45,20.11,0.4,6000,730.6,FALSE,FALSE
17552,54809,36,43717,43717,5,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10152.5,2.8,1186.5,18.11,51.23,6.87,22.75,0.5,3975,456.75,FALSE,FALSE
17553,54892,36,43717,43717,13,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,10250,2.71,365.88,0,0,0,0,0.62,791.92,84.46,FALSE,FALSE
17554,55067,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17555,55193,36,43717,43717,11,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,2556.91,2.93,1826.67,0,0,0,0,0.7,704.27,548.1,FALSE,FALSE
17556,55325,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,4819.72,732,FALSE,FALSE
17557,55328,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,27795.78,2.8,1096,0,0,0,0,1,27795.78,1096,FALSE,FALSE
17558,55364,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,50000,2.55,366,0,0,0,0,0.33,0,0,FALSE,FALSE
17559,55407,36,31798,2994,13,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,63183.25,2.33,394.67,0.04,0.04,0,30.33,0.29,16675.6,176.07,FALSE,FALSE
17560,55469,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,49499.12,2.72,365.5,0,0,0,0,3,49499.12,365.5,FALSE,FALSE
17561,55973,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,17588.57,2.51,731,0,0,0,0,1.25,17588.57,731,FALSE,FALSE
17562,55975,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,1914.71,2.72,367.5,0,0,0,0,1,1914.71,367.5,FALSE,FALSE
17563,56024,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,80000,3,1827,0,0,0,0,1,0,0,FALSE,FALSE
17564,56081,36,43717,43717,6,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,17535.21,2.76,366,0,0,0,0,0.67,0,0,FALSE,FALSE
17565,56183,36,43717,43717,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,5533.78,2.5,731,73.43,74.79,1.14,30.33,0.29,1377.06,209.14,FALSE,FALSE
17566,56484,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17567,56625,36,43717,43717,1,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
17568,56630,36,26601,2994,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,5.69,5.79,0.32,30.33,0,0,0,FALSE,FALSE
17569,57085,36,24585,2994,10,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,5285.53,2.68,549,-71730.39,-12553.7,135.67,22.75,0.5,4903.93,456.75,FALSE,FALSE
17570,57272,36,23648,2994,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,47.86,4860.57,81.68,49.4,0,0,0,FALSE,FALSE
17571,57277,36,43717,43717,8,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,47333.33,2.65,732,0,0,0,0,0.57,0,0,FALSE,FALSE
17572,57358,36,30436,2994,23,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,3221.76,2.94,1826.75,0.06,0.06,0,0,0.55,575.32,415.14,FALSE,FALSE
17573,57470,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,61000,2.97,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
17574,57643,36,43717,43717,3,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,28875.88,731.67,FALSE,FALSE
17575,57647,36,43717,43717,2,0.03,1.833333333,0.021666667,1.333333333,0.02,12,0.02,1,0,0,0,0,0,0,0,0,3000,913.5,FALSE,FALSE
