Index,Holder,Week,Age,Customer Age,Active Sum,Average Long GIC Rate,Average Long GIC Rank,Average Short GIC Rate,Average Short GIC Rank,SAV,SAV Rank,Average CSH Rate,Average CSH Rank,Average Contract,Average Interest,Average Term,Balance,Average Balance,Balance Volatility,Time to Balance,Average Number of Transactions,Average Transaction Average,Average Time to Transaction,GIC Purchase,GIC Renewal
2993,40756,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50536.11,3.1,782.86,0,0,0,0,1,5508.57,104.86,FALSE,FALSE
2994,40835,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,41306.26,3.5,1827,0,0,0,0,1,41306.26,1827,FALSE,FALSE
2995,40927,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10856.83,2.97,1461,0.05,638.37,29.83,25.17,2,3356.83,91.25,FALSE,FALSE
2996,40979,6,19024,2784,15,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5421.71,3.2,1826.3,26792.99,2960.67,62.44,16.58,0.83,1689.58,1369.67,FALSE,FALSE
2997,40983,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,3109.81,3.15,1826.25,0,0,0,0,0.8,3687.85,1826.2,FALSE,FALSE
2998,40996,6,31038,2784,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8333.33,2.82,1096.33,3000,829.79,52.12,2,1,0,0,FALSE,FALSE
2999,41009,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11184.92,2.5,1785,0,0,0,0,1,11184.92,1785,FALSE,FALSE
3000,41158,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10810.45,2.77,1096,0,0,0,0,1,10810.45,1096,FALSE,FALSE
3001,41315,6,25942,2784,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10000,2.75,731,0,0,0,0,1,0,0,FALSE,FALSE
3002,41482,6,29016,2784,28,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8335.1,2.99,1826.75,0,0,0,0,0.96,1921.69,219.16,FALSE,TRUE
3003,41553,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,23262.98,2.32,365.5,0,0,0,0,1.25,23262.98,365.5,FALSE,FALSE
3004,41710,6,26523,2784,15,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9959.4,2.93,1320.1,0,6764.32,60.54,36,0.73,5346.1,1200.18,FALSE,FALSE
3005,41800,6,27836,2784,12,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,49917.84,2.87,444.71,6000,2558.14,67.05,16.36,1.25,4276.14,183.12,FALSE,FALSE
3006,42059,6,26471,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,32774.51,2.65,1279.5,-6000,-6000,0,0,0.5,3458.5,913.5,FALSE,FALSE
3007,42116,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8000,2.95,548.5,0,0,0,0,1,0,0,FALSE,FALSE
3008,42209,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10335.39,2.75,366.5,0,0,0,0,1,10335.39,366.5,FALSE,FALSE
3009,42211,6,43507,43507,19,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12962.67,3.02,1039.77,698,1441.78,49.37,8.94,0.8,0,0,FALSE,FALSE
3010,42294,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,59711.44,3,1462,0,0,0,0,1,0,0,FALSE,FALSE
3011,42295,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3012,42387,6,43507,43507,11,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9942.59,2.84,731.45,0,0,0,0,1,6306.23,615.09,TRUE,FALSE
3013,42673,6,43507,43507,21,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22767.55,2.74,640.06,0,0,0,0,0.89,3676.75,355.56,FALSE,TRUE
3014,42891,6,18104,2784,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4333.33,3.22,976,16000,14001.42,53.72,8.25,1,3333.33,792,FALSE,FALSE
3015,42953,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,18853,2.97,1097.4,0,0,0,0,0.6,18853,1097.4,FALSE,FALSE
3016,44163,6,21824,2784,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,23383.22,3.01,653.14,5000,651.12,27.06,16.56,1,5704.7,391.86,FALSE,FALSE
3017,44576,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5723.78,2.85,549,0,0,0,0,1,5723.78,549,FALSE,FALSE
3018,45142,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5945.75,3.33,1826,0,0,0,0,1.5,5945.75,1826,FALSE,FALSE
3019,45735,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,18547.62,3.04,1826.57,0,0,0,0,1,18547.62,1826.57,FALSE,FALSE
3020,46237,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12036.06,2.88,1199,0,0,0,0,0,12036.06,1199,FALSE,FALSE
3021,46240,6,29077,2784,16,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,34448.93,2.85,1177.33,0.01,0.02,0.03,30.3,0.54,7429.18,955.62,FALSE,FALSE
3022,46278,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,32500,2.62,547.5,0,0,0,0,1,32500,547.5,FALSE,FALSE
3023,46322,6,43507,43507,52,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22482.93,2.82,513.18,0,0,0,0,1,7171.06,423.55,FALSE,FALSE
3024,46554,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,93714.76,2.77,365.5,0,0,0,0,1.5,0,0,FALSE,FALSE
3025,46658,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,104447.96,2.9,913,0,0,0,0,1,0,0,FALSE,FALSE
3026,46785,6,43507,43507,14,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17798.97,2.8,365.75,0,0,0,0,1,13114.36,304.83,FALSE,FALSE
3027,47176,6,30073,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,48561.06,2.77,457.5,0.01,1047.5,44.41,25.25,1,0,0,FALSE,FALSE
3028,47370,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,191.76,2.23,60.67,0,0,0,0,1.43,191.53,60.57,FALSE,FALSE
3029,47525,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,27974.99,2.78,1326.33,0,0,0,0,4,27974.99,1326.33,FALSE,FALSE
3030,47709,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11954.27,2.8,365,0,0,0,0,1,11954.27,365,FALSE,FALSE
3031,47715,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,49192.97,2.7,365.5,0,0,0,0,1,49192.97,365.5,FALSE,FALSE
3032,48327,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,27604.71,2.7,365.67,0,0,0,0,1,2604.71,243.83,FALSE,FALSE
3033,48376,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,36933.74,2.7,685.5,0,0,0,0,1.25,0,0.25,FALSE,FALSE
3034,48650,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4088.25,2.17,60.67,0,0,0,0,1.25,4085.85,60.5,FALSE,FALSE
3035,48730,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,1.36,553.32,25.88,27.55,0,0,0,FALSE,FALSE
3036,48780,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4785.08,2.78,366.5,0,0,0,0,1,4785.08,366.5,FALSE,FALSE
3037,48916,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,19257.8,3.25,1826,0,0,0,0,4,19257.8,1826,FALSE,FALSE
3038,48944,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4708.66,2.77,365.5,0,0,0,0,1,4708.66,365.5,FALSE,FALSE
3039,48967,6,43507,43507,16,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,29848.09,2.79,365.92,0,0,0,0,1.13,11422.99,122.53,FALSE,TRUE
3040,49049,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8946.01,3.33,1827,0,0,0,0,1.5,8946.01,1827,FALSE,FALSE
3041,49185,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2623.22,2.88,365.5,0,0,0,0,1,2623.22,365.5,FALSE,FALSE
3042,49262,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,1947.79,2.88,365.5,0,0,0,0,1,1947.79,365.5,FALSE,FALSE
3043,49477,6,43507,43507,15,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10690.34,2.21,90.92,0,0,0,0,1.33,10787.6,90.93,FALSE,FALSE
3044,49512,6,25608,2784,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50000,3,550,50000,34715.94,141.04,20.5,1,0,0,FALSE,FALSE
3045,49582,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,18934.13,2.97,1096,0,0,0,0,1,0,0,FALSE,FALSE
3046,50378,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12932.84,3.25,1827,0,0,0,0,1,12932.84,1827,FALSE,FALSE
3047,50774,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,1035.26,2.79,609.33,0,0,0,0,1,1035.26,609.33,FALSE,FALSE
3048,50797,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9819.69,3.1,367,0,0,0,0,0,9972.76,366.5,FALSE,FALSE
3049,50798,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,1382.48,2.92,365.75,0,0,0,0,1,1382.48,365.75,FALSE,FALSE
3050,50800,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,53946.59,2.33,367,0,0,0,0,1,53946.59,367,FALSE,FALSE
3051,50801,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5203.64,3.33,1689.88,0,0,0,0,1,5203.64,1689.88,FALSE,FALSE
3052,50842,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,1875.63,2.92,365.5,0,0,0,0,1,1875.63,365.5,FALSE,FALSE
3053,50872,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,62610.24,2.95,548,0,0,0,0,1.5,62610.24,548,FALSE,FALSE
3054,50981,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,47225.01,3.39,1826.71,0,0,0,0,1.14,17217.26,1053.57,FALSE,FALSE
3055,51063,6,43507,43507,31,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50639.41,2.29,60.69,1.71,-2126.56,78.37,21.64,1.68,50058.02,61.79,FALSE,TRUE
3056,51237,6,43507,43507,18,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8486.78,2.8,502.94,0,0,0,0,0.94,10340.5,494.82,FALSE,TRUE
3057,51324,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50068.65,2.8,366,0,0,0,0,1,0,0,FALSE,FALSE
3058,51361,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,30333.33,2.78,365.5,0,0,0,0,1,0,0,FALSE,FALSE
3059,51535,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17055.15,2.94,585,0.35,1064.19,43.15,25.25,1,0,0,FALSE,FALSE
3060,51715,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,46000,2.8,640.5,0,0,0,0,1,10000,274,FALSE,FALSE
3061,51722,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,15000,2.75,457.5,0,0,0,0,1,0,0,FALSE,FALSE
3062,51723,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,851.06,110.22,65,0,0,0,FALSE,FALSE
3063,52174,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2000,3.1,367,0,0,0,0,1,2000,367,FALSE,FALSE
3064,52175,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,5907.47,365,FALSE,FALSE
3065,52196,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,21893.48,2.52,943.5,0,0,0,0,0.5,17579.16,933.17,TRUE,FALSE
3066,52416,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,13483.16,2.88,548.5,0,0,0,0,1,13483.16,548.5,FALSE,FALSE
3067,52522,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,24641.47,3.11,1005.5,0,0,0,0,0.73,7859.12,996.45,FALSE,FALSE
3068,52703,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,34949.91,3.03,1401,0,0,0,0,1,1616.58,792.33,FALSE,FALSE
3069,52839,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,19436.2,2.57,1096.33,0,0,0,0,1,0,0,FALSE,FALSE
3070,52866,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,100534.5,2.83,366.5,0,0,0,0,1,0,0,FALSE,FALSE
3071,52914,6,23440,2784,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,73000,2.92,594.75,50,16358.56,151.48,13.2,1,5000,137,FALSE,FALSE
3072,52977,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3073,52999,6,43507,43507,17,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9500,2.91,1409.43,0.08,557.93,38.71,16.83,1.14,0,0,FALSE,FALSE
3074,53131,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.75,1095,0,0,0,0,0.67,0,0,FALSE,FALSE
3075,53232,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3076,53383,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,77183.73,2.32,141.17,0,0,0,0,1,77203.77,121.12,FALSE,FALSE
3077,53394,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17364.12,2.83,304,0,0,0,0,1,9290.37,60.33,FALSE,FALSE
3078,53590,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,38473.08,2.8,366.17,0,0,0,0,1.17,13763.82,122.17,FALSE,FALSE
3079,53860,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11254.65,3.2,1827,20000,540.84,35.52,21.64,1,11254.65,1827,FALSE,FALSE
3080,54041,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,26505.45,2.3,137.25,0,0,0,0,1.2,21147.1,48.4,FALSE,FALSE
3081,54173,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7340.72,2.5,731,0,0,0,0,0.5,0,0,FALSE,FALSE
3082,54174,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,110022,2.62,731.5,0,0,0,0,1,0,0,FALSE,FALSE
3083,54321,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,21995.42,2.65,320,0,0,0,0,1.5,11242.75,45.5,FALSE,FALSE
3084,54333,6,29374,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8703.73,2.62,732.5,0,0,0,0,1,8703.73,732.5,FALSE,FALSE
3085,54493,6,,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,97612.5,2.8,365,0,0,0,0,1,0,0,FALSE,FALSE
3086,54619,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,100000,2.3,1097,0,0,0,0,1,0,0,FALSE,FALSE
3087,54695,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3088,54722,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4416.13,2.7,731.33,0,0,0,0,1.33,4416.13,731.33,FALSE,FALSE
3089,54746,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,15000,3.09,1826.8,11.22,1332.48,49.89,19.8,1,6000,730.6,FALSE,FALSE
3090,54809,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12068.33,3.07,1400,44.64,-1322.27,43.96,25.17,0.6,3180,365.4,FALSE,FALSE
3091,54892,6,43507,43507,15,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10022.69,2.71,464.38,0,0,0,0,0.86,735.35,78.43,FALSE,FALSE
3092,55067,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.9,1096,0,0,0,0,1,0,0,FALSE,FALSE
3093,55193,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2487.12,2.99,1826.78,0,0,0,0,1,640.24,498.27,FALSE,FALSE
3094,55325,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4819.72,2.78,732,0,0,0,0,1,4819.72,732,FALSE,FALSE
3095,55328,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,27795.78,2.8,1096,0,0,0,0,1,27795.78,1096,FALSE,FALSE
3096,55364,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50000,2.67,366,0,0,0,0,0.67,0,0,FALSE,FALSE
3097,55407,6,31588,2784,18,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,45724.85,2.65,466,7.07,1435.9,46.99,20.2,0.73,15563.9,164.33,FALSE,FALSE
3098,55469,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,49499.12,2.72,365.5,0,0,0,0,6.5,49499.12,365.5,FALSE,FALSE
3099,55973,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17588.57,2.51,731,0,0,0,0,1.25,17588.57,731,FALSE,FALSE
3100,55975,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,1914.71,2.72,367.5,0,0,0,0,1,1914.71,367.5,FALSE,FALSE
3101,56024,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,80000,3,1827,0,0,0,0,1,0,0,FALSE,FALSE
3102,56081,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22853.84,2.8,366.17,0,0,0,0,0.75,0,0,FALSE,FALSE
3103,56183,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9019.79,2.8,731.38,53.64,743.24,31.02,27.55,1,1204.93,183,FALSE,FALSE
3104,56484,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,67579.03,2.8,366,0,0,0,0,1,0,0,FALSE,FALSE
3105,56625,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,85000,2.8,367,0,0,0,0,1,0,0,FALSE,FALSE
3106,56630,6,26391,2784,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,85500,3.15,1827,3000,1534.67,38.68,27.6,1,0,0,FALSE,FALSE
3107,57085,6,24375,2784,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,13257.76,2.85,1096.71,124.89,-4717.97,83.66,23.31,1,4903.93,456.75,FALSE,FALSE
3108,57272,6,23438,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.75,365,88.3,1245.67,52.91,13.14,1,0,0,FALSE,FALSE
3109,57277,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,44571.43,2.79,627.57,0,0,0,0,1.14,0,0,FALSE,FALSE
3110,57358,6,30226,2784,28,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2478.91,3.01,1826.67,1000,276.64,19.47,10.67,0.84,506.28,365.32,FALSE,FALSE
3111,57470,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,61000,2.97,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
3112,57643,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25656.91,2.97,822.75,0,0,0,0,1,21656.91,548.75,FALSE,FALSE
3113,57647,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5333.33,3.27,1827,0,0,0,0,1,2000,609,FALSE,FALSE
3114,57711,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,33534.55,1827,FALSE,FALSE
3115,57757,6,27524,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,3690.89,3,549,31131.22,15087.4,125.23,23.83,1,0,0,FALSE,FALSE
3116,57760,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,24529.64,2.72,365.5,0,0,0,0,1.5,24529.64,365.5,FALSE,FALSE
3117,57844,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,16985.09,3.08,1826.5,0,0,0,0,0.2,2994.04,730.4,FALSE,FALSE
3118,57891,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5418.86,2.81,548.5,0,0,0,0,1,2861.89,274.5,FALSE,FALSE
3119,57944,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,34203.89,2.55,366.25,0,0,0,0,1,31083.84,274.88,FALSE,FALSE
3120,58019,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,56172.81,2.23,60.33,0,0,0,0,1.43,56104.71,60.57,FALSE,FALSE
3121,58036,6,43507,43507,19,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,18701.01,3.03,1826.53,0,0,0,0,1.2,9748.77,1461.2,FALSE,FALSE
3122,58060,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,-11,3.39,2.22,14.86,0,0,0,FALSE,FALSE
3123,58075,6,43507,43507,12,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9166.67,2.94,488.17,0,0,0,0,0.73,0,0,FALSE,FALSE
3124,58211,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10275.8,2.85,365,0,0,0,0,1,10275.8,365,FALSE,FALSE
3125,58235,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,19300.1,2.88,1415.75,0,0,0,0,1,11871.9,1004.75,FALSE,FALSE
3126,58278,6,43507,43507,11,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,21754.13,3.03,1461.5,0,0,0,0,0.89,2337.87,324.67,FALSE,FALSE
3127,58329,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17019.22,2.85,750.8,50000,2173.23,60.91,23.23,3,1019.22,348.6,FALSE,FALSE
3128,58356,6,43507,43507,20,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4060.08,2.86,1537.58,7.09,1110.56,40.18,12.38,0.62,4368.77,1278.69,FALSE,FALSE
3129,58599,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,49444.81,2.7,366.5,0,0,0,0,1.25,5272.43,183.25,FALSE,FALSE
3130,58636,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,85000,3.05,1826,0.15,2127.8,51.47,27.55,0.5,3000,913,FALSE,FALSE
3131,58638,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,37626.26,2.85,1035,0,0,0,0,1,12626.26,669.67,FALSE,FALSE
3132,58639,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,84821.83,2.63,365.67,0,0,0,0,1,52488.5,244,FALSE,FALSE
3133,58640,6,43507,43507,27,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,23979.87,2.23,53.91,25,22.86,1.96,13.77,2,23898.38,53.2,FALSE,FALSE
3134,58825,6,30094,2784,22,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,30282.84,2.9,1735.19,17600,7437.32,92.71,18.22,1,11285.81,936.06,FALSE,TRUE
3135,59376,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,47184.33,3.05,1534.4,0.02,1063.86,37.73,20.2,1.17,33820.27,669.67,FALSE,FALSE
3136,59635,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,14008.16,2.2,730,0,0,0,0,1,0,0,FALSE,FALSE
3137,59761,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,163.25,2.23,60.67,0,0,0,0,1.43,163.05,60.57,FALSE,FALSE
3138,59768,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3139,60354,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,26298.53,2.86,1187.5,0,0,0,0,1,0,0,FALSE,FALSE
